Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:10:33.511,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.240, 0.165, -0.03, 0.985, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
 15:10:33.511,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.240, 0.166, -0.03, 0.988, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
 15:10:33.511,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.240, 0.165, -0.032, 0.99, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
 15:10:33.511,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.240, 0.165, -0.029, 0.989, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
 15:10:33.541,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.595, 0.166, -0.028, 0.988, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
 15:10:33.541,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.595, 0.165, -0.03, 0.988, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
 15:10:33.541,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.595, 0.165, -0.031, 0.985, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
 15:10:33.541,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.595, 0.166, -0.028, 0.988, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
 15:10:33.600,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.595, 0.166, -0.031, 0.988, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
 15:10:33.600,c2:22:89:2b:7b:c3, 2015-01-01 00:25:49.595, 0.164, -0.032, 0.987, 0, 0, 0, -1.73, -9.487, 129.65, 52.430, -43.316, -6.664, 22.16, 0.42496, 0.06842, -0.0488, 0.90125,
