Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:52:15.390,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.166, -0.029, 0.989, 0, 0, 0, -1.719, -9.684, 128.99, 54.292, -44.198, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
 15:52:15.390,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.17, -0.03, 0.987, 0, 0, 0, -1.719, -9.684, 128.99, 54.292, -44.198, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
 15:52:15.390,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.168, -0.031, 0.987, 0, 0, 0, -1.719, -9.684, 128.99, 54.292, -44.198, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
 15:52:15.390,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.167, -0.031, 0.99, 0, 0, 0, -1.719, -9.684, 128.99, 54.292, -44.198, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
 15:52:15.418,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.167, -0.027, 0.988, 0, 0, 0, -1.719, -9.684, 128.99, 54.194, -44.002, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
 15:52:15.418,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.172, -0.029, 0.989, 0, 0, 0, -1.719, -9.684, 128.99, 54.194, -44.002, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
 15:52:15.418,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.168, -0.029, 0.991, 0, 0, 0, -1.719, -9.684, 128.99, 54.194, -44.002, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
 15:52:15.418,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.168, -0.031, 0.988, 0, 0, 0, -1.719, -9.684, 128.99, 54.194, -44.002, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
 15:52:15.479,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.168, -0.031, 0.988, 0, 0, 0, -1.719, -9.684, 128.99, 54.194, -44.002, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
 15:52:15.479,c2:22:89:2b:7b:c3, 2015-01-01 01:07:13.785, 0.167, -0.029, 0.987, 0, 0, 0, -1.719, -9.684, 128.99, 54.194, -44.002, -9.898, 22.28, 0.43011, 0.0697, -0.0498, 0.89865,
