#timestamp [ns], temperature [degC], w_RS_S_x [rad s^-1], w_RS_S_y [rad s^-1], w_RS_S_z [rad s^-1], a_RS_S_x [m s^-2], a_RS_S_y [m s^-2], a_RS_S_z [m s^-2]
0.0,21.9,0.0,0.0,0.0,0.57879,-0.13734,9.82962
5000000.0,21.9,0.0,0.0,0.0,0.607925700291357,-0.147051900097119,9.81990809990288
10000000.0,21.9,0.0,0.0,0.0,0.588992399611524,-0.16637760038847602,9.800582399611525
15000000.0,21.9,0.0,0.0,0.0,0.6171471008740711,-0.16677,9.790674299708643
20000000.0,21.9,0.0,0.0,0.0,0.599194799223048,-0.16677,9.83746800194238
25000000.0,21.9,0.0,0.0,0.0,0.59841,-0.14813099902881,9.83943
30000000.0,21.9,0.0,0.0,0.0,0.59841,-0.14715,9.811765798251859
35000000.0,21.9,0.0,0.0,0.0,0.589286699320167,-0.156273300679833,9.755260195921002
40000000.0,21.9,0.0,0.0,0.0,0.597625200776952,-0.18403560233085603,9.805291204661712
45000000.0,21.9,0.0,0.0,0.0,0.6162642017481421,-0.15960869737778696,9.854635504370355
50000000.0,21.9,0.0,0.0,0.0,0.59154299708643,-0.15696,9.85905
55000000.0,21.9,0.0,0.0,0.0,0.606061802136618,-0.165690901068309,9.771740989316909
60000000.0,21.9,0.0,0.0,0.0,0.582321596503716,-0.18403560233085603,9.769582801165427
65000000.0,21.9,0.0,0.0,0.0,0.5958594025250941,-0.16078589621235895,9.787829402525094
70000000.0,21.9,0.0,0.0,0.0,0.6152832027193321,-0.15696,9.857872810877328
75000000.0,21.9,0.0,0.0,0.0,0.609691498543215,-0.165298501456785,9.877198501456785
80000000.0,21.9,0.0,0.0,0.0,0.5999795984460959,-0.16677,9.812746787568768
85000000.0,21.9,0.0,0.0,0.0,0.606552301651023,-0.16677,9.77576309504693
90000000.0,21.9,0.0,0.0,0.0,0.600175798251858,-0.15068159650371596,9.77076
95000000.0,21.9,0.0,0.0,0.0,0.59841,-0.14715,9.810490509226305
100000000.0,21.9,0.0,0.0,0.0,0.6141060038847601,-0.14715,9.81981
105000000.0,21.9,0.0,0.0,0.0,0.610280097960501,-0.14715,9.804310195921003
110000000.0,21.9,0.0,0.0,0.0,0.60822,-0.13949819786338197,9.777234593590146
115000000.0,21.9,0.0,0.0,0.0,0.6233274044674741,-0.16000110670121107,9.816082213402423
120000000.0,21.9,0.0,0.0,0.0,0.6203843976691441,-0.14440319300743193,9.814708795338289
125000000.0,21.9,0.0,0.0,0.0,0.5959574927160749,-0.1667700097119001,9.802642497572025
130000000.0,21.9,0.0,0.0,0.0,0.603118805050188,-0.16206119494981194,9.785671194949813
135000000.0,21.9,0.0,0.0,0.0,0.5938973947555739,-0.15696,9.766247394755574
140000000.0,21.9,0.0,0.0,0.0,0.6168528108773281,-0.14283359456133593,9.79626601359666
145000000.0,21.9,0.0,0.0,0.0,0.6139097943670979,-0.15127020563290206,9.844825514082256
150000000.0,21.9,0.0,0.0,0.0,0.60135299708643,-0.15696,9.83844899125929
155000000.0,21.9,0.0,0.0,0.0,0.6119478060213781,-0.16372890301068901,9.816082193978623
160000000.0,21.9,0.0,0.0,0.0,0.604688393784384,-0.16009919689219196,9.769975181353152
165000000.0,21.9,0.0,0.0,0.0,0.59841,-0.14381459359014592,9.784003516024635
170000000.0,21.9,0.0,0.0,0.0,0.6048846033020461,-0.15676380990613809,9.83256301651023
175000000.0,21.9,0.0,0.0,0.0,0.614596503399165,-0.16039349660083496,9.842863496600835
