Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 16:01:01.270,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.151, -0.03, 0.991, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.486, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.270,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.149, -0.03, 0.992, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.486, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.270,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.149, -0.029, 0.988, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.486, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.270,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.148, -0.028, 0.988, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.486, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.300,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.15, -0.028, 0.989, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.300,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.148, -0.029, 0.991, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.300,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.15, -0.03, 0.986, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.300,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.152, -0.029, 0.988, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.330,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.152, -0.028, 0.994, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.330,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.15, -0.029, 0.993, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.330,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.151, -0.03, 0.992, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.330,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.15, -0.031, 0.993, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43597, 0.06119, -0.04623, 0.89664,
 16:01:01.391,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.151, -0.03, 0.992, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.391,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.149, -0.03, 0.989, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.391,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.15, -0.029, 0.99, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.391,c2:22:89:2b:7b:c3, 2015-01-01 01:15:55.960, 0.15, -0.028, 0.99, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.421,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.151, -0.028, 0.99, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.421,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.15, -0.031, 0.99, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.421,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.151, -0.029, 0.992, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.421,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.149, -0.031, 0.992, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.451,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.148, -0.03, 0.991, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.451,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.149, -0.027, 0.992, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.451,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.152, -0.029, 0.988, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.451,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.151, -0.029, 0.989, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.510,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.148, -0.028, 0.99, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.510,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.149, -0.027, 0.988, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.510,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.155, -0.032, 0.988, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.510,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.15, -0.03, 0.99, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.541,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.148, -0.028, 0.993, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.541,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.154, -0.028, 0.992, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.541,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.149, -0.028, 0.99, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.541,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.149, -0.03, 0.991, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.571,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.152, -0.029, 0.993, 0, 0, 0, -1.714, -8.63, 128.265, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
 16:01:01.571,c2:22:89:2b:7b:c3, 2015-01-01 01:15:56.320, 0.153, -0.029, 0.99, 0, 0, 0, -1.714, -8.63, 128.271, 54.880, -43.806, -10.584, 22.35, 0.43594, 0.06119, -0.04623, 0.89664,
