Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 16:04:47.775,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.028, -0.031, 1, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.775,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.026, -0.032, 1.003, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.775,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.026, -0.029, 1.001, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.775,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.029, -0.03, 1.001, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.806,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.024, -0.035, 1.004, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.806,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.026, -0.029, 1.002, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.806,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.027, -0.03, 1.001, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.806,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.026, -0.033, 1.003, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.836,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.026, -0.03, 1.001, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.836,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.029, -0.029, 1, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.836,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.027, -0.032, 1.002, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.836,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.025, -0.03, 1, 0, 0, 0, -1.736, -1.489, 125.799, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.895,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.024, -0.032, 1.002, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.895,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.024, -0.031, 0.999, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.895,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.023, -0.031, 1.001, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.895,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.024, -0.029, 1.002, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.925,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.028, -0.029, 1.001, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.925,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.026, -0.031, 1.003, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.925,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.024, -0.03, 1.004, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.925,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.027, -0.029, 1.003, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.957,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.027, -0.03, 1.002, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.957,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.026, -0.032, 1.001, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.957,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.023, -0.03, 1.003, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:47.957,c2:22:89:2b:7b:c3, 2015-01-01 01:19:40.945, 0.028, -0.031, 1, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.015,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.029, -0.031, 1.001, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.015,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.026, -0.028, 1.003, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.015,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.027, -0.029, 1.002, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.015,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.027, -0.03, 1.002, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.045,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.026, -0.03, 1.003, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.045,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.028, -0.027, 1.003, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.045,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.025, -0.03, 1.003, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.045,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.028, -0.031, 1.001, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.076,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.024, -0.028, 1.003, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.076,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.024, -0.033, 1.002, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.076,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.025, -0.029, 1.003, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
 16:04:48.076,c2:22:89:2b:7b:c3, 2015-01-01 01:19:41.300, 0.026, -0.029, 1.001, 0, 0, 0, -1.736, -1.489, 125.793, 58.310, -41.944, -13.720, 22.35, 0.4556, 0.00467, -0.01941, 0.88989,
