Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:56:51.311,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.565, 0.027, -0.028, 1.001, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.311,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.565, 0.027, -0.032, 1.002, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.311,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.565, 0.027, -0.032, 1.005, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.311,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.565, 0.026, -0.029, 1.003, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.370,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.024, -0.032, 1.002, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.370,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.027, -0.032, 1.001, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.370,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.026, -0.03, 1.002, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.370,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.027, -0.029, 1.003, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.401,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.024, -0.032, 1.002, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.401,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.025, -0.029, 1.002, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.401,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.026, -0.031, 1.003, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.401,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.026, -0.03, 1.004, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.464,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.026, -0.03, 1.002, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.465,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.026, -0.032, 1.003, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.465,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.027, -0.03, 1.003, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.465,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.026, -0.028, 1.004, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.495,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.026, -0.029, 1, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.496,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.027, -0.031, 1.002, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.496,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.024, -0.033, 1.005, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.496,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.025, -0.029, 1.003, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.528,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.024, -0.027, 1.001, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
 15:56:51.528,c2:22:89:2b:7b:c3, 2015-01-01 01:11:47.980, 0.026, -0.031, 1.005, 0, 0, 0, -1.741, -1.478, 125.98, 58.114, -41.944, -13.426, 22.35, 0.45419, 0.00458, -0.01938, 0.89062,
