Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:02:18.438,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.027, -0.033, 1.002, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.438,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.022, -0.031, 1.001, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.438,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.024, -0.03, 1.001, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.438,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.026, -0.033, 1, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.501,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.026, -0.034, 1.002, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.501,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.023, -0.028, 1.002, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.501,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.025, -0.029, 1, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.501,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.025, -0.031, 1.001, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.530,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.024, -0.033, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.530,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.025, -0.029, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.530,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.023, -0.031, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.530,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.025, -0.033, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.560,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.027, -0.027, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.560,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.026, -0.031, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.560,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.026, -0.033, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.560,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.024, -0.031, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.619,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.025, -0.03, 1.004, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.619,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.027, -0.03, 1.002, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.619,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.025, -0.031, 0.998, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.619,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.028, -0.031, 1.004, 0, 0, 0, -1.752, -1.472, 126.639, 56.154, -41.650, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.649,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.025, -0.032, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.649,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.023, -0.031, 0.998, 0, 0, 0, -1.752, -1.472, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.649,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.025, -0.028, 1, 0, 0, 0, -1.752, -1.472, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.649,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.027, -0.032, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.680,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.024, -0.031, 1.003, 0, 0, 0, -1.752, -1.472, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.680,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.025, -0.028, 1.002, 0, 0, 0, -1.752, -1.472, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.680,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.027, -0.03, 0.998, 0, 0, 0, -1.752, -1.467, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.680,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.027, -0.033, 1.002, 0, 0, 0, -1.752, -1.467, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00461, -0.01941, 0.89322,
 15:02:18.740,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.026, -0.031, 1.005, 0, 0, 0, -1.752, -1.467, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00458, -0.01941, 0.89322,
 15:02:18.740,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.026, -0.03, 1.004, 0, 0, 0, -1.752, -1.467, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00458, -0.01941, 0.89322,
 15:02:18.740,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.028, -0.03, 1.002, 0, 0, 0, -1.752, -1.467, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00458, -0.01941, 0.89322,
 15:02:18.741,c2:22:89:2b:7b:c3, 2015-01-01 00:17:37.925, 0.024, -0.03, 1.002, 0, 0, 0, -1.752, -1.467, 126.639, 56.252, -41.552, -10.878, 22.28, 0.44904, 0.00458, -0.01941, 0.89322,
