#timestamp [ns], temperature [degC], w_RS_S_x [rad s^-1], w_RS_S_y [rad s^-1], w_RS_S_z [rad s^-1], a_RS_S_x [m s^-2], a_RS_S_y [m s^-2], a_RS_S_z [m s^-2]
0,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.819809999999999
5050505,21.71,0.0,0.0,0.0,0.7848,0.47088,9.81
10101010,21.71,0.0,0.0,0.0,0.75537,0.47088,9.84924
15151515,21.71,0.0,0.0,0.0,0.73575,0.47088,9.82962
20202020,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.81
25252525,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.819809999999999
30303030,21.71,0.0,0.0,0.0,0.72594,0.48069000000000006,9.819809999999999
35353535,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.819809999999999
40404040,21.71,0.0,0.0,0.0,0.72594,0.47088,9.819809999999999
45454545,21.71,0.0,0.0,0.0,0.75537,0.49050000000000005,9.82962
50505050,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.81
55555555,21.71,0.0,0.0,0.0,0.7749900000000001,0.48069000000000006,9.82962
60606060,21.71,0.0,0.0,0.0,0.73575,0.47088,9.819809999999999
65656565,21.71,0.0,0.0,0.0,0.7651800000000001,0.47088,9.82962
70707070,21.71,0.0,0.0,0.0,0.7651800000000001,0.48069000000000006,9.81
75757575,21.71,0.0,0.0,0.0,0.75537,0.47088,9.819809999999999
80808080,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.84924
85858585,21.71,0.0,0.0,0.0,0.7651800000000001,0.47088,9.82962
90909090,21.71,0.0,0.0,0.0,0.72594,0.45126,9.81
95959595,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.81
101010100,21.71,0.0,0.0,0.0,0.75537,0.47088,9.81
106060605,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.83943
111111110,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.82962
116161615,21.71,0.0,0.0,0.0,0.75537,0.47088,9.83943
121212120,21.71,0.0,0.0,0.0,0.73575,0.49050000000000005,9.81
126262625,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.819809999999999
131313130,21.71,0.0,0.0,0.0,0.74556,0.45126,9.82962
136363635,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.82962
141414140,21.71,0.0,0.0,0.0,0.74556,0.45126,9.81
146464645,21.71,0.0,0.0,0.0,0.73575,0.47088,9.79038
151515150,21.71,0.0,0.0,0.0,0.72594,0.47088,9.819809999999999
156565655,21.71,0.0,0.0,0.0,0.74556,0.47088,9.83943
161616160,21.71,0.0,0.0,0.0,0.7651800000000001,0.47088,9.82962
166666665,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.81
171717170,21.71,0.0,0.0,0.0,0.71613,0.49050000000000005,9.80019
176767675,21.71,0.0,0.0,0.0,0.75537,0.46107000000000004,9.79038
181818180,21.71,0.0,0.0,0.0,0.75537,0.44145,9.86886
186868685,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.84924
191919190,21.71,0.0,0.0,0.0,0.73575,0.49050000000000005,9.82962
196969695,21.71,0.0,0.0,0.0,0.75537,0.50031,9.80019
202020200,21.71,0.0,0.0,0.0,0.73575,0.47088,9.80019
207070705,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.81
212121210,21.71,0.0,0.0,0.0,0.73575,0.50031,9.86886
217171715,21.71,0.0,0.0,0.0,0.7749900000000001,0.47088,9.819809999999999
222222220,21.71,0.0,0.0,0.0,0.72594,0.48069000000000006,9.81
227272725,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.81
232323230,21.71,0.0,0.0,0.0,0.73575,0.47088,9.81
237373735,21.71,0.0,0.0,0.0,0.74556,0.50031,9.83943
242424240,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.80019
247474745,21.71,0.0,0.0,0.0,0.74556,0.45126,9.82962
252525250,21.71,0.0,0.0,0.0,0.7848,0.48069000000000006,9.83943
257575755,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.819809999999999
262626260,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.81
267676765,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.81
272727270,21.71,0.0,0.0,0.0,0.73575,0.47088,9.819809999999999
277777775,21.71,0.0,0.0,0.0,0.74556,0.47088,9.83943
282828280,21.71,0.0,0.0,0.0,0.75537,0.47088,9.84924
287878785,21.71,0.0,0.0,0.0,0.73575,0.47088,9.81
292929290,21.71,0.0,0.0,0.0,0.74556,0.47088,9.78057
297979795,21.71,0.0,0.0,0.0,0.75537,0.47088,9.819809999999999
303030300,21.71,0.0,0.0,0.0,0.7651800000000001,0.47088,9.83943
308080805,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.83943
313131310,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.81
318181815,21.71,0.0,0.0,0.0,0.73575,0.49050000000000005,9.81
323232320,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.81
328282825,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.84924
333333330,21.71,0.0,0.0,0.0,0.73575,0.49050000000000005,9.86886
338383835,21.71,0.0,0.0,0.0,0.73575,0.47088,9.819809999999999
343434340,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.79038
348484845,21.71,0.0,0.0,0.0,0.75537,0.45126,9.82962
353535350,21.71,0.0,0.0,0.0,0.71613,0.49050000000000005,9.82962
358585855,21.71,0.0,0.0,0.0,0.75537,0.49050000000000005,9.82962
363636360,21.71,0.0,0.0,0.0,0.7651800000000001,0.48069000000000006,9.819809999999999
368686865,21.71,0.0,0.0,0.0,0.71613,0.47088,9.819809999999999
373737370,21.71,0.0,0.0,0.0,0.73575,0.49050000000000005,9.81
378787875,21.71,0.0,0.0,0.0,0.75537,0.49050000000000005,9.80019
383838380,21.71,0.0,0.0,0.0,0.75537,0.46107000000000004,9.82962
388888885,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.84924
393939390,21.71,0.0,0.0,0.0,0.74556,0.45126,9.81
398989895,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.82962
404040400,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.819809999999999
409090905,21.71,0.0,0.0,0.0,0.74556,0.47088,9.82962
414141410,21.71,0.0,0.0,0.0,0.75537,0.47088,9.819809999999999
419191915,21.71,0.0,0.0,0.0,0.75537,0.49050000000000005,9.82962
424242420,21.71,0.0,0.0,0.0,0.74556,0.45126,9.819809999999999
429292925,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.819809999999999
434343430,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.819809999999999
439393935,21.71,0.0,0.0,0.0,0.73575,0.46107000000000004,9.819809999999999
444444440,21.71,0.0,0.0,0.0,0.75537,0.49050000000000005,9.81
449494945,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.83943
454545450,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.819809999999999
459595955,21.71,0.0,0.0,0.0,0.73575,0.46107000000000004,9.81
464646460,21.71,0.0,0.0,0.0,0.73575,0.49050000000000005,9.81
469696965,21.71,0.0,0.0,0.0,0.72594,0.49050000000000005,9.81
474747470,21.71,0.0,0.0,0.0,0.73575,0.49050000000000005,9.85905
479797975,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.82962
484848480,21.71,0.0,0.0,0.0,0.73575,0.47088,9.81
489898985,21.71,0.0,0.0,0.0,0.7651800000000001,0.49050000000000005,9.80019
494949490,21.71,0.0,0.0,0.0,0.75537,0.44145,9.819809999999999
499999995,21.71,0.0,0.0,0.0,0.75537,0.45126,9.83943
505050500,21.71,0.0,0.0,0.0,0.7651800000000001,0.48069000000000006,9.86886
510101005,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.84924
515151510,21.71,0.0,0.0,0.0,0.73575,0.47088,9.79038
520202015,21.71,0.0,0.0,0.0,0.72594,0.47088,9.78057
525252520,21.71,0.0,0.0,0.0,0.75537,0.46107000000000004,9.819809999999999
530303025,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.86886
535353530,21.71,0.0,0.0,0.0,0.7749900000000001,0.49050000000000005,9.84924
540404035,21.71,0.0,0.0,0.0,0.7651800000000001,0.49050000000000005,9.80019
545454540,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.80019
550505045,21.71,0.0,0.0,0.0,0.73575,0.47088,9.83943
555555550,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.83943
560606055,21.71,0.0,0.0,0.0,0.74556,0.47088,9.81
565656560,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.82962
570707065,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.82962
575757570,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.83943
580808075,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.81
585858580,21.71,0.0,0.0,0.0,0.74556,0.47088,9.819809999999999
590909085,21.71,0.0,0.0,0.0,0.72594,0.48069000000000006,9.82962
595959590,21.71,0.0,0.0,0.0,0.73575,0.47088,9.82962
601010095,21.71,0.0,0.0,0.0,0.7651800000000001,0.48069000000000006,9.82962
606060600,21.71,0.0,0.0,0.0,0.7651800000000001,0.46107000000000004,9.80019
611111105,21.71,0.0,0.0,0.0,0.72594,0.48069000000000006,9.819809999999999
616161610,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.84924
621212115,21.71,0.0,0.0,0.0,0.74556,0.47088,9.85905
626262620,21.71,0.0,0.0,0.0,0.75537,0.46107000000000004,9.81
631313125,21.71,0.0,0.0,0.0,0.74556,0.47088,9.81
636363630,21.71,0.0,0.0,0.0,0.72594,0.47088,9.78057
641414135,21.71,0.0,0.0,0.0,0.7651800000000001,0.47088,9.81
646464640,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.84924
651515145,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.819809999999999
656565650,21.71,0.0,0.0,0.0,0.74556,0.45126,9.79038
661616155,21.71,0.0,0.0,0.0,0.75537,0.47088,9.80019
666666660,21.71,0.0,0.0,0.0,0.75537,0.48069000000000006,9.82962
671717165,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.84924
676767670,21.71,0.0,0.0,0.0,0.72594,0.48069000000000006,9.84924
681818175,21.71,0.0,0.0,0.0,0.73575,0.50031,9.81
686868680,21.71,0.0,0.0,0.0,0.75537,0.49050000000000005,9.79038
691919185,21.71,0.0,0.0,0.0,0.74556,0.47088,9.81
696969690,21.71,0.0,0.0,0.0,0.75537,0.47088,9.84924
702020195,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.84924
707070700,21.71,0.0,0.0,0.0,0.7651800000000001,0.45126,9.819809999999999
712121205,21.71,0.0,0.0,0.0,0.72594,0.47088,9.80019
717171710,21.71,0.0,0.0,0.0,0.74556,0.49050000000000005,9.82962
722222215,21.71,0.0,0.0,0.0,0.71613,0.50031,9.819809999999999
727272720,21.71,0.0,0.0,0.0,0.75537,0.47088,9.82962
732323225,21.71,0.0,0.0,0.0,0.73575,0.49050000000000005,9.81
737373730,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.84924
742424235,21.71,0.0,0.0,0.0,0.7651800000000001,0.44145,9.819809999999999
747474740,21.71,0.0,0.0,0.0,0.74556,0.47088,9.819809999999999
752525245,21.71,0.0,0.0,0.0,0.7651800000000001,0.49050000000000005,9.81
757575750,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.81
762626255,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.83943
767676760,21.71,0.0,0.0,0.0,0.74556,0.46107000000000004,9.84924
772727265,21.71,0.0,0.0,0.0,0.73575,0.47088,9.83943
777777770,21.71,0.0,0.0,0.0,0.71613,0.49050000000000005,9.819809999999999
782828275,21.71,0.0,0.0,0.0,0.75537,0.47088,9.80019
787878780,21.71,0.0,0.0,0.0,0.75537,0.45126,9.80019
792929285,21.71,0.0,0.0,0.0,0.72594,0.49050000000000005,9.84924
797979790,21.71,0.0,0.0,0.0,0.74556,0.48069000000000006,9.84924
803030295,21.71,0.0,0.0,0.0,0.74556,0.47088,9.81
808080800,21.71,0.0,0.0,0.0,0.72594,0.46107000000000004,9.80019
813131305,21.71,0.0,0.0,0.0,0.73575,0.48069000000000006,9.81
818181810,21.71,0.0,0.0,0.0,0.75537,0.47088,9.85905
823232315,21.71,0.0,0.0,0.0,0.7651800000000001,0.49050000000000005,9.83943
828282820,21.71,0.0,0.0,0.0,0.72594,0.47088,9.82962
833333325,21.71,0.0,0.0,0.0,0.73575,0.47088,9.78057
838383830,21.71,0.0,0.0,0.0,0.73575,0.49050000000000005,9.80019
843434335,21.71,0.0,0.0,0.0,0.74556,0.47088,9.819809999999999
848484840,21.71,0.0,0.0,0.0,0.73575,0.46107000000000004,9.82962
