Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:41:14.053,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.025, -0.031, 1.003, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
 15:41:14.053,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.027, -0.028, 1.004, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
 15:41:14.053,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.026, -0.033, 1.003, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
 15:41:14.053,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.025, -0.03, 1.003, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
 15:41:14.082,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.026, -0.027, 1.002, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
 15:41:14.082,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.026, -0.033, 1, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
 15:41:14.082,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.026, -0.031, 1.004, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
 15:41:14.082,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.026, -0.029, 1.004, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
 15:41:14.144,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.025, -0.031, 1.002, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
 15:41:14.144,c2:22:89:2b:7b:c3, 2015-01-01 00:56:17.160, 0.025, -0.031, 1.003, 0, 0, 0, -1.736, -1.478, 126.101, 57.526, -41.846, -12.936, 22.35, 0.45325, 0.00464, -0.01935, 0.89111,
