Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:36:48.547,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.240, 0.025, -0.031, 1.001, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.547,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.240, 0.027, -0.029, 1.003, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.547,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.240, 0.028, -0.032, 1.001, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.547,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.240, 0.027, -0.027, 1.006, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.607,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.027, -0.031, 1.004, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.607,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.028, -0.03, 1.001, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.607,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.026, -0.034, 1.001, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.607,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.025, -0.033, 0.998, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.636,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.025, -0.028, 1.003, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.636,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.025, -0.031, 1.002, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.636,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.025, -0.03, 1.002, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.636,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.023, -0.03, 1.001, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.669,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.024, -0.032, 1.003, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.669,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.024, -0.03, 1.004, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.669,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.024, -0.033, 1.002, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.669,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.026, -0.031, 1.003, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.758,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.025, -0.031, 1, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.758,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.025, -0.029, 1.002, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.758,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.025, -0.029, 1.002, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.758,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.028, -0.027, 1.002, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
 15:36:48.758,c2:22:89:2b:7b:c3, 2015-01-01 00:51:53.625, 0.025, -0.028, 1.002, 0, 0, 0, -1.747, -1.478, 126.189, 57.428, -41.846, -12.740, 22.47, 0.45258, 0.00458, -0.01944, 0.89145,
