#timestamp [ns], temperature [degC], w_RS_S_x [rad s^-1], w_RS_S_y [rad s^-1], w_RS_S_z [rad s^-1], a_RS_S_x [m s^-2], a_RS_S_y [m s^-2], a_RS_S_z [m s^-2]
0,21.78,0.0,0.0,0.0,0.32373,0.22563,9.84924
5050505,21.78,0.0,0.0,0.0,0.32373,0.23544,9.86886
10101010,21.78,0.0,0.0,0.0,0.30411,0.23544,9.85905
15151515,21.78,0.0,0.0,0.0,0.2943,0.24525000000000002,9.888480000000001
20202020,21.78,0.0,0.0,0.0,0.33354000000000006,0.25506,9.86886
25252525,21.78,0.0,0.0,0.0,0.36297,0.27468000000000004,9.83943
30303030,21.78,0.0,0.0,0.0,0.32373,0.24525000000000002,9.85905
35353535,21.78,0.0,0.0,0.0,0.31392000000000003,0.20601000000000003,9.84924
40404040,21.78,0.0,0.0,0.0,0.31392000000000003,0.25506,9.86886
45454545,21.78,0.0,0.0,0.0,0.34335000000000004,0.24525000000000002,9.87867
50505050,21.78,0.0,0.0,0.0,0.34335000000000004,0.24525000000000002,9.888480000000001
55555555,21.78,0.0,0.0,0.0,0.31392000000000003,0.23544,9.85905
60606060,21.78,0.0,0.0,0.0,0.33354000000000006,0.26487,9.83943
65656565,21.78,0.0,0.0,0.0,0.30411,0.23544,9.84924
70707070,21.78,0.0,0.0,0.0,0.33354000000000006,0.24525000000000002,9.87867
75757575,21.78,0.0,0.0,0.0,0.34335000000000004,0.25506,9.86886
80808080,21.78,0.0,0.0,0.0,0.35316,0.25506,9.82962
85858585,21.78,0.0,0.0,0.0,0.34335000000000004,0.25506,9.888480000000001
90909090,21.78,0.0,0.0,0.0,0.33354000000000006,0.25506,9.85905
95959595,21.78,0.0,0.0,0.0,0.33354000000000006,0.25506,9.87867
101010100,21.78,0.0,0.0,0.0,0.33354000000000006,0.26487,9.86886
106060605,21.78,0.0,0.0,0.0,0.34335000000000004,0.22563,9.86886
111111110,21.78,0.0,0.0,0.0,0.34335000000000004,0.25506,9.85905
116161615,21.78,0.0,0.0,0.0,0.32373,0.23544,9.84924
121212120,21.78,0.0,0.0,0.0,0.2943,0.24525000000000002,9.85905
126262625,21.78,0.0,0.0,0.0,0.32373,0.25506,9.87867
131313130,21.78,0.0,0.0,0.0,0.33354000000000006,0.24525000000000002,9.86886
136363635,21.78,0.0,0.0,0.0,0.32373,0.23544,9.86886
141414140,21.78,0.0,0.0,0.0,0.33354000000000006,0.27468000000000004,9.86886
146464645,21.78,0.0,0.0,0.0,0.33354000000000006,0.25506,9.87867
151515150,21.78,0.0,0.0,0.0,0.31392000000000003,0.27468000000000004,9.85905
156565655,21.78,0.0,0.0,0.0,0.32373,0.25506,9.86886
161616160,21.78,0.0,0.0,0.0,0.34335000000000004,0.26487,9.85905
166666665,21.78,0.0,0.0,0.0,0.34335000000000004,0.22563,9.86886
171717170,21.78,0.0,0.0,0.0,0.32373,0.26487,9.87867
176767675,21.78,0.0,0.0,0.0,0.34335000000000004,0.26487,9.89829
181818180,21.78,0.0,0.0,0.0,0.31392000000000003,0.26487,9.86886
186868685,21.78,0.0,0.0,0.0,0.2943,0.24525000000000002,9.84924
191919190,21.78,0.0,0.0,0.0,0.33354000000000006,0.21582,9.86886
196969695,21.78,0.0,0.0,0.0,0.33354000000000006,0.22563,9.86886
202020200,21.78,0.0,0.0,0.0,0.32373,0.26487,9.84924
207070705,21.78,0.0,0.0,0.0,0.34335000000000004,0.25506,9.87867
212121210,21.78,0.0,0.0,0.0,0.31392000000000003,0.23544,9.888480000000001
217171715,21.78,0.0,0.0,0.0,0.35316,0.23544,9.87867
222222220,21.78,0.0,0.0,0.0,0.33354000000000006,0.24525000000000002,9.888480000000001
