#timestamp [ns], temperature [degC], w_RS_S_x [rad s^-1], w_RS_S_y [rad s^-1], w_RS_S_z [rad s^-1], a_RS_S_x [m s^-2], a_RS_S_y [m s^-2], a_RS_S_z [m s^-2]
0,21.34,0.0,0.0,0.0,0.59841,-0.14715,9.80019
5050505,21.34,0.0,0.0,0.0,0.59841,-0.17658,9.80019
10101010,21.34,0.0,0.0,0.0,0.60822,-0.14715,9.84924
15151515,21.34,0.0,0.0,0.0,0.6180300000000001,-0.17658,9.84924
20202020,21.34,0.0,0.0,0.0,0.59841,-0.16677000000000003,9.80019
25252525,21.34,0.0,0.0,0.0,0.5886,-0.16677000000000003,9.79038
30303030,21.34,0.0,0.0,0.0,0.59841,-0.17658,9.80019
35353535,21.34,0.0,0.0,0.0,0.59841,-0.15696000000000002,9.84924
40404040,21.34,0.0,0.0,0.0,0.60822,-0.15696000000000002,9.81
45454545,21.34,0.0,0.0,0.0,0.6180300000000001,-0.16677000000000003,9.78057
50505050,21.34,0.0,0.0,0.0,0.59841,-0.17658,9.80019
55555555,21.34,0.0,0.0,0.0,0.60822,-0.21582,9.819809999999999
60606060,21.34,0.0,0.0,0.0,0.6180300000000001,-0.14715,9.83943
65656565,21.34,0.0,0.0,0.0,0.60822,-0.15696000000000002,9.81
70707070,21.34,0.0,0.0,0.0,0.6180300000000001,-0.14715,9.81
75757575,21.34,0.0,0.0,0.0,0.60822,-0.16677000000000003,9.80019
80808080,21.34,0.0,0.0,0.0,0.60822,-0.16677000000000003,9.80019
85858585,21.34,0.0,0.0,0.0,0.57879,-0.14715,9.82962
90909090,21.34,0.0,0.0,0.0,0.6180300000000001,-0.17658,9.82962
95959595,21.34,0.0,0.0,0.0,0.60822,-0.17658,9.819809999999999
101010100,21.34,0.0,0.0,0.0,0.59841,-0.15696000000000002,9.81
106060605,21.34,0.0,0.0,0.0,0.6180300000000001,-0.15696000000000002,9.81
111111110,21.34,0.0,0.0,0.0,0.63765,-0.15696000000000002,9.82962
116161615,21.34,0.0,0.0,0.0,0.6180300000000001,-0.16677000000000003,9.81
121212120,21.34,0.0,0.0,0.0,0.60822,-0.15696000000000002,9.80019
126262625,21.34,0.0,0.0,0.0,0.60822,-0.15696000000000002,9.83943
131313130,21.34,0.0,0.0,0.0,0.60822,-0.13734000000000002,9.82962
136363635,21.34,0.0,0.0,0.0,0.6180300000000001,-0.15696000000000002,9.81
141414140,21.34,0.0,0.0,0.0,0.5886,-0.15696000000000002,9.760950000000001
146464645,21.34,0.0,0.0,0.0,0.5886,-0.14715,9.82962
151515150,21.34,0.0,0.0,0.0,0.60822,-0.16677000000000003,9.84924
156565655,21.34,0.0,0.0,0.0,0.6180300000000001,-0.12753,9.82962
161616160,21.34,0.0,0.0,0.0,0.5886,-0.12753,9.79038
