Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:18:22.152,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.027, -0.029, 1.002, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00461, -0.01938, 0.89246,
 15:18:22.152,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.026, -0.031, 1, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00461, -0.01938, 0.89246,
 15:18:22.152,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.024, -0.03, 1.003, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00461, -0.01938, 0.89246,
 15:18:22.152,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.024, -0.029, 1.005, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00461, -0.01938, 0.89246,
 15:18:22.181,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.026, -0.03, 1, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00464, -0.01938, 0.89246,
 15:18:22.181,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.024, -0.031, 1.002, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00464, -0.01938, 0.89246,
 15:18:22.181,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.026, -0.03, 1.004, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00464, -0.01938, 0.89246,
 15:18:22.181,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.027, -0.031, 1.003, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00464, -0.01938, 0.89246,
 15:18:22.212,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.023, -0.031, 1.003, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00464, -0.01938, 0.89246,
 15:18:22.212,c2:22:89:2b:7b:c3, 2015-01-01 00:33:34.665, 0.027, -0.031, 1.002, 0, 0, 0, -1.741, -1.478, 126.442, 56.742, -41.650, -11.858, 22.28, 0.45056, 0.00464, -0.01938, 0.89246,
