Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:44:50.839,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.220, 0.024, -0.033, 1.001, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
 15:44:50.839,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.220, 0.027, -0.028, 1.003, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
 15:44:50.839,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.220, 0.028, -0.029, 1, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
 15:44:50.839,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.220, 0.027, -0.032, 1.004, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
 15:44:50.898,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.220, 0.026, -0.031, 1.001, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
 15:44:50.898,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.220, 0.025, -0.028, 1, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
 15:44:50.898,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.220, 0.028, -0.03, 1, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
 15:44:50.898,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.220, 0.025, -0.031, 1.003, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
 15:44:50.927,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.580, 0.026, -0.029, 1.002, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
 15:44:50.927,c2:22:89:2b:7b:c3, 2015-01-01 00:59:52.580, 0.027, -0.034, 1, 0, 0, 0, -1.736, -1.483, 126.101, 57.722, -41.944, -12.936, 22.28, 0.45325, 0.00467, -0.01941, 0.89108,
